,album_name,artist
6761,EXO 5: Don't Mess Up My Tempo,EXO
6782,Revenge,XXXTENTACION
6790,NOIR,Smino
6836,FM!,Vince Staples
6848,...And Justice For All,Metallica
6872,Poison,Swizz Beatz
6885,Hood Favorite,Jay Critch
6886,I Used To Know Her: Part 2 (EP),H.E.R.
6892,Post-Apocalypto (Soundtrack),Tenacious D
6896,When The End Began,Silent Planet
6899,Antares,Kris Wu
6916,All Of It,Cole Swindell
6918,The Mountain,Dierks Bentley
6959,YSIV,Logic
6963,Holy Roar,Chris Tomlin
6965,KIDS SEE GHOSTS,KIDS SEE GHOSTS
6971,She Remembers Everything,Rosanne Cash
6975,Queen Naija (EP),Queen Naija
6979,The World Is Yours,Rich The Kid
6984,MIH-TY,Jeremih & Ty Dolla $ign
6990,Winter In The Air,David Archuleta
6991,On The Rvn!! (EP),Young Thug
6992,Role Model,Young Dolph
6994,ye,Kanye West
6997,Too Hard,Lil Baby
7034,"Dave's Picks Volume 28: Capitol Theater, Passaic, NJ - 6/17/76",Grateful Dead
7039,Honey,Robyn
7063,Tim Burton's The Nightmare Before Christmas,Soundtrack
7078,Suspiria: Music For The Luca Guadagnino Film (Soundtrack),Thom Yorke
7088,3 (The Purple Album),Lukas Graham
7093,Ingrid Michaelson's Songs For The Season,Ingrid Michaelson
7097,"Sincerely, Tokyo",MadeinTYO
7101,Young & Dangerous,The Struts
7122,Dime Trap,T.I.
7125,Own It,Francesca Battistelli
7138,12 Bloody Spies: B-Sides And Rarities,Chevelle
7141,The Original Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers"
7156,Traces,Steve Perry
7174,SR3MM,"Rae Sremmurd, Swae Lee & Slim Jxmmi"
7175,Redemption,Jay Rock
7180,NAMANANA: 03,LAY
7181,Wicked,Original Broadway Cast Recording
7184,Fully Loaded,Shy Glizzy
7186,EVERYTHING IS LOVE,The Carters
7225,mono.,RM
7237,Live From The Ryman,Jason Isbell And The 400 Unit
7248,Spaceman,Ace Frehley
7259,Halloween (2018),Soundtrack
7267,Shake The Spirit,Elle King
7356,Is This Thing Cursed?,Alkaline Trio
7372,"""A""",Usher x Zaytoven
7375,7,David Guetta
7387,Major Lazer Essentials,Major Lazer
7389,Cleopatra,The Lumineers
7393,Young Stoner Life: Slime Language,Various Artists
7395,Tha Carter III,Lil Wayne
7396,Memories...Do Not Open,The Chainsmokers
7399,Recovery,Eminem
7445,Look Now,Elvis Costello & The Imposters
7460,New Levels New Devils,Polyphia
7468,Mirror Master,Young The Giant
7471,In Our Wake,Atreyu
7478,Bottle It In,Kurt Vile
7485,Regular-Irregular,NCT 127
7505,Things That We Drink To,Morgan Evans
7506,The Unheavenly Creatures,Coheed And Cambria
7508,Always In Between,Jess Glynne
7540,The Atlas Underground,Tom Morello
7561,The Eclipse Sessions,John Hiatt
7562,Gangland Landlord,Mozzy
7565,Greatest Hits: You Never Saw Coming,Kid Rock
7568,IMMIGRANT,Belly
7578,Toxicity,System Of A Down
7579,Songs Of The Plains,Colter Wall
7628,The Silver Scream,Ice Nine Kills
7635,Malibu Nights,LANY
7647,Evening Machines,Gregory Alan Isakov
7652,Solo Anthology: The Best of Lindsey Buckingham,Lindsey Buckingham
7658,Sings His Sad Heart,Matt Nathanson
7669,Beloved,Dave East x Styles P
7682,Imagine,John Lennon
7684,I Loved You At Your Darkest,Behemoth
7686,Love Is Hell,Phora
7695,Wanderer,Cat Power
7721,Ready (EP),Ella Mai
7726,Electric Messiah,High On Fire
7728,Mi Vida Local,Atmosphere
7733,Love Is Here To Stay,Tony Bennett & Diana Krall
7781,Hallelujah Here Below,Elevation Worship
7783,Dark All Day,GUNSHIP
7787,Tha Carter IV,Lil Wayne
7793,Happy Endings,Old Dominion
7794,iridescence,BrockHampton
7799,Bloom,Troye Sivan
7837,Reduxer,alt-J
7839,Disease,Beartooth
7861,Blood Red Roses,Rod Stewart
7864,The Atlantic Singles Collection 1967-1970,Aretha Franklin
7877,Wouldn't It Be Great,Loretta Lynn
7888,Boom Boom Room: Side B,Palaye Royale
7902,Greater Than,Gateway
7903,Piano & A Microphone 1983,Prince
7906,Rick And Morty,Soundtrack
7910,BINGE,Machine Gun Kelly
7919,Elephants On Acid,Cypress Hill
7937,Life After Fame,Quando Rondo
7967,Graffiti U,Keith Urban
7975,Songs For The Saints,Kenny Chesney
7977,What Makes You Country,Luke Bryan
7982,I Want To Die In New Orleans,$uicideBoy$
7990,Gangin II,SOB X RBE
7992,Vibras,J Balvin
7995,Dirty Computer,Janelle Monae
7997,Simi,BlocBoy JB
7998,Florida Georgia Line (EP),Florida Georgia Line
7999,Redemption,Joe Bonamassa
8018,Proper Dose,The Story So Far
8026,Living The Dream,Slash Featuring Myles Kennedy And The Conspirators
8059,Drogas Wave,Lupe Fiasco
8072,The Big Bad Blues,Billy F Gibbons
8087,My Way,Willie Nelson
8094,Art Of Doubt,Metric
8096,Greatest Hits,"Earth, Wind & Fire"
8137,TA13OO,Denzel Curry
8159,'Til I'm Gone,Frank Foster
8165,BEASTMODE 2,Future
8187,Greatest Hits: Decade #1,Carrie Underwood
8190,Trip,Jhene Aiko
8196,8 Letters,Why Don't We
8198,Come Over When You're Sober (EP),Lil Peep
8226,Palms,Thrice
8234,Hiding Place,Tori Kelly
8268,Dark Skies,Fit For A King
8302,Free Lunch (EP),Wale
8312,Collapse (EP),Aphex Twin
8341,GO:OD AM,Mac Miller
8346,Best Day Ever,Mac Miller
8363,Generation Rx,Good Charlotte
8366,Revival,Eminem
8372,The Divine Feminine,Mac Miller
8380,FREE 6LACK,6LACK
8382,"The Very Best Of Aretha Franklin, The '60s",Aretha Franklin
8383,Reckless,NAV
8396,The Marshall Mathers LP 2,Eminem
8398,Book Of Bad Decisions,Clutch
8442,Raise Vibration,Lenny Kravitz
8448,Blue Slide Park,Mac Miller
8455,Young Sick Camellia,St. Paul & The Broken Bones
8458,Watching Movies With The Sound Off,Mac Miller
8459,Nina Cried Power (EP),Hozier
8469,In The Blue Light,Paul Simon
8470,Supernatural,Upchurch
8479,4 Respect (EP),YoungBoy Never Broke Again
8487,Pacific Northwest '73-'74: The Complete Collection,Grateful Dead
8496,4Loyalty (EP),YoungBoy Never Broke Again
8505,Macadelic,Mac Miller
8526,The Song Remains The Same (Soundtrack),Led Zeppelin
8544,Passion Like Fire,Tamia
8566,Rodeo,Travis Scott
8572,bloom,Machine Gun Kelly
8579,4Freedom (EP),YoungBoy Never Broke Again
8592,Bet On Me,Moneybagg Yo
8627,30 Greatest Hits,Aretha Franklin
8648,My New Moon,Amos Lee
8650,Flow State,Tash Sultana
8662,Fu*k Everybody 2,Blac Youngsta
8686,Rainier Fog,Alice In Chains
8692,Don Season 2,Don Q
8733,Living With A Fire,Jesus Culture
8749,Return Of The Trill,Bun-B
8758,Coming Home,Leon Bridges
8760,Milky Way,Bas
8770,Good Thing,Leon Bridges
8775,NOW 67,Various Artists
8795,The Hits,Billy Joel
8797,Light Of Mine,KYLE
8799,Legends Of The Summer (EP),Meek Mill
8822,Marauder,Interpol
8848,Aretha's Best,Aretha Franklin
8869,Misery,The Amity Affliction
8897,Negro Swan,Blood Orange
8903,Love Yourself: Tear,BTS
8935,Bawskee,Comethazine
8944,Thank You For Today,Death Cab For Cutie
8966,Know.,Jason Mraz
8967,Gold,Marvin Gaye
8969,The Other Shore,Murder By Death
8970,Mamma Mia!,Soundtrack
8981,Swervo,G Herbo & Southside
8987,Lil Boat 2,Lil Yachty
8992,Woodstock,Portugal. The Man
8995,Ripcord,Keith Urban
8996,The Bigger Artist,A Boogie Wit da Hoodie
8997,Smoke + Mirrors,Imagine Dragons
8998,Collage (EP),The Chainsmokers
9020,Cool Patrol,Ninja Sex Party
9027,I Hope You're Happy,Blue October
9051,Be The Cowboy,Mitski
9137,Their Greatest Hits: Volumes 1 & 2,Eagles
9143,"Hot August Night III: Recorded Live At The Greek Theatre, Los Angeles",Neil Diamond
9154,Where No One Stands Alone,Elvis Presley
9190,The Best Of 2Pac - Part 1: Thug,2Pac
9191,Greatest Hits,Foo Fighters
9197,Love Yourself: Her,BTS
9198,My Beautiful Dark Twisted Fantasy,Kanye West
9296,Love And Loathing,With Confidence
9323,Play (EP) (Soundtrack),Dave Grohl
9326,I Used To Know Her: The Prelude (EP),H.E.R.
9345,SlimeBall 3,Young Nudy
9349,California (EP),Diplo
9351,Neon,Erra
9390,Grateful,DJ Khaled
9396,The Now Now,Gorillaz
9397,The Great Depression,As It Is
9507,Living Hope,Phil Wickham
9515,Among The Ghosts,Lucero
9523,Vicious,Halestorm
9543,Survive The Summer (EP),Iggy Azalea
9560,Karma 2,Dave East
9567,finding it hard to smile,lovelytheband
9571,Kidz Bop 38,Kidz Bop Kids
9574,Cage To Rattle,Daughtry
9596,All Over The World: The Very Best Of Electric Light Orchestra,Electric Light Orchestra
9610,Lifers,Cody Jinks
9628,"Dave's Picks Volume 27: BSU Pavillion, Bosie State University, Bosie, ID, 9",Grateful Dead
9654,"The Ghost Note Symphonies, Vol. 1",Rise Against
9681,Out Of The Blues,Boz Scaggs
9739,NOVA,RL Grime
9771,High As Hope,Florence + The Machine
9776,La Oscuridad,Bryant Myers
9777,Dex Meets Dexter,Famous Dex
9786,Beach House 3,Ty Dolla $ign
9791,Activated,Tee Grizzley
9794,Hive Mind,The Internet
9797,Flicker,Niall Horan
9875,Head In The Clouds,88rising
9965,Come Tomorrow,Dave Matthews Band
9970,Forever,Popcaan
9973,K.T.S.E.,Teyana Taylor
9981,Take Me To The Disco,Meg Myers
9988,FUTURE,Future
9998,War & Leisure,Miguel
10059,"Everyday Life, Everyday People",Slightly Stoopid
10064,Automata II,Between The Buried And Me
10082,Laps Around The Sun,Chris Lane
10110,Ordinary Corrupt Human Love,Deafheaven
10142,Anthem Of The Sun,Grateful Dead
10147,Both Directions At Once: The Lost Album,John Coltrane
10165,Composure,Real Friends
10170,Eternal Nightmare,Chelsea Grin
10181,Superfly (Soundtrack),Future
10187,Vessel,twenty one pilots
10198,Sacred Hearts Club,Foster The People
10199,DS2,Future
10274,Palo Santo,Years & Years
10361,GEMINI,Macklemore
10364,DAYTONA,Pusha T
10371,"Outlaws 'Til The End, Vol. 1",DevilDriver
10374,Nasir,Nas
10391,Gravity,Bullet For My Valentine
10395,Vault: Greatest Hits 1980-1995,Def Leppard
10397,Bigger,Sugarland
10398,International Artist,A Boogie Wit da Hoodie
10399,Disobey,Bad Wolves
10473,Live In No Shoes Nation,Kenny Chesney
10530,III,Hillsong Young & Free
10540,Fight The Good Fight,The Interrupters
10562,"NOW That's What I Call Country, Volume 11",Various Artists
10563,The Best That I Could Do 1978 - 1988,John Mellencamp
10571,Bad Witch (EP),Nine Inch Nails
10573,Greatest Hits II,Kenny Chesney
10584,All-Time Greatest Hits,Neil Diamond
10588,Greatest Hits,Bruce Springsteen
10591,Master The Day Of Judgement,YoungBoy Never Broke Again
10599,Uniform Distortion,Jim James
10643,Magic,Ben Rector
10648,Let The Trap Say Amen,Lecrae X Zaytoven
10651,Passwords,Dawes
10693,All Of This Life,The Record Company
10696,Year Of The Snitch,Death Grips
10697,Liberation,Christina Aguilera
10714,Heaven And Earth,Kamasi Washington
10741,Freddie,Freddie Gibbs
10742,A Love Letter To You,Trippie Redd
10757,Post Traumatic,Mike Shinoda
10762,Good Man,Ne-Yo
10764,Joytime II,Marshmello
10769,Prequelle,Ghost
10776,Mixed Up,The Cure
10777,Issa Album,21 Savage
10783,Petaluma,This Wild Life
10786,Everybody,Logic
10787,Greatest Hits: Volume 2,Eagles
10796,Memories Don't Die,Tory Lanez
10799,F.A.M.E.,Maluma
10827,Living Proof,State Champs
10839,SQUARE UP (EP),BLACKPINK
10840,Free Rein,Rebelution
10868,The Blues Is Alive And Well,Buddy Guy
10877,"All Your Fault, Pt. 2 (EP)",Bebe Rexha
10890,Head Over Heels,Chromeo
10903,Sunnyland,Mayday Parade
10913,Legendary Folk Songs,Peter Hollens
10952,Uncle Drew,Soundtrack
10963,Artificial Selection,Dance Gavin Dance
10973,Lost & Found,Jorja Smith
10975,NOW 66,Various Artists
10987,"""Awaken, My Love!""",Childish Gambino
10988,Pretty Girls Like Trap Music,2 Chainz
10989,Texoma Shore,Blake Shelton
10996,Deadpool 2,Soundtrack
10997,ATTENTION ATTENTION,Shinedown
11056,A Dying Machine,Tremonti
11093,Hell-On,Neko Case
11112,"RWBY,  Volume 5 (Soundtrack)",Jeff Williams
11134,Greatest Hits: God's Favorite Band,Green Day
11145,Icon 2: George Strait,George Strait
11159,Graduation,Kanye West
11164,The Beach Boys With The Royal Philharmonic Orchestra,The Beach Boys With The Royal Philharmonic Orchestra
11167,No Shame,Lily Allen
11168,Killing Is My Business...And Business Is Good: The Final Kill,Megadeth
11171,When Was The Last Time,Darius Rucker
11172,so sad so sexy,Lykke Li
11174,Man Of The Woods,Justin Timberlake
11182,God's Favorite Customer,Father John Misty
11185,When Legends Rise,Godsmack
11190,AI YoungBoy,YoungBoy Never Broke Again
11191,Mean Girls,Original Broadway Cast Recording
11252,Amos,Michael Ray
11261,"Streams Of Thought, Vol. 1 (EP)",Black Thought
11311,Love Is Dead,CHVRCHES
11314,Cinematic,Owl City
11337,Noonday Dream,Ben Howard
11353,Things Change,American Aquarium
11387,"Huncho Jack, Jack Huncho",Huncho Jack
11390,Because The Internet,Childish Gambino
11392,Current Mood,Dustin Lynch
11393,As Long As I Have You,Roger Daltrey
11397,Still Striving,A$AP Ferg
11399,Mr. Davis,Gucci Mane
11448,Wildness,Snow Patrol
11460,Solo: A Star Wars Story,Soundtrack
11466,Black Labyrinth,Jonathan Davis
11477,TrapHolizay,Zaytoven
11536,44/876,Sting & Shaggy
11552,Tranquility Base Hotel + Casino,Arctic Monkeys
11579,Lil Pump,Lil Pump
11583,Fifty Shades Freed,Soundtrack
11589,Funk Wav Bounces Vol. 1,Calvin Harris
11599,Handwritten,Shawn Mendes
11620,Electric Light,James Bay
11621,Tell Me How You Really Feel,Courtney Barnett
11639,Part Of The Light,Ray LaMontagne
11659,Inspiration,Sheku Kanneh-Mason
11680,Number Ones,Michael Jackson
11682,British Blues Explosion: Live,Joe Bonamassa
11684,Vide Noir,Lord Huron
11706,Legion: XX,Burn The Priest
11721,Wide Awaaaaaake!,Parquet Courts
11722,Carry Fire,Robert Plant
11749,Beware The Book Of Eli,Ski Mask The Slump God
11751,Greatest Hits... So Far!!!,P!nk
11753,The Voice: The Complete Season 14 Collection,Brynn Cartelli
11754,Ember,Breaking Benjamin
11758,7,Beach House
11763,Meaning Of Life,Kelly Clarkson
11773,Sparkle Hard,Stephen Malkmus And The Jicks
11790,Islah,Kevin Gates
11791,Mantra,Sebastian Yatra
11792,Rebellion Rises,Ziggy Marley
11797,Strange Trails,Lord Huron
11798,Iration,Iration
11799,"Quality Control: Control The Streets, Vol. 1",Various Artists
11827,All I See Is War,Sevendust
11933,Last Man Standing,Willie Nelson
11940,Book Of Ryan,"Royce da 5'9"""
11947,Eat The Elephant,A Perfect Circle
11953,The Tree Of Forgiveness,John Prine
11955,The Whoodlum Ball,"Smith And Hay, DJ Whoo Kid & Ranna Royce"
11957,Frozen: The Broadway Musical,Original Broadway Cast Recording
11960,The Prodigal Son,Ry Cooder
11961,Unusual,Marian Hill
11963,Lost Souls,Loreena McKennitt
11965,"Guardians Of The Galaxy, Vol. 2: Awesome Mix Vol. 2",Soundtrack
11967,Moments: Mighty Sound,Bethel Music
11971,Nine Track Mind,Charlie Puth
11973,Wins And Losses,Meek Mill
11979,Total Xanarchy,Lil Xan
11984,Free Yourself Up,Lake Street Dive
11999,Port Saint Joe,Brothers Osborne
12034,Reverence,Parkway Drive
12059,CRAZYTALK,Mat Kearney
12088,See Without Eyes,The Glitch Mob
12094,Be More Kind,Frank Turner
12110,God Of The Impossible,Lincoln Brewster
12132,Life Is Good On The Open Road,Trampled By Turtles
12135,Dove,Belly
12141,Eonian,Dimmu Borgir
12153,Can't Wake Up,Shakey Graves
12160,L.O.D. (EP),Desiigner
12165,G-Host,Styles P
12177,Dirt Rock,The Lacs
12182,Just Cause Y'all Waited,Lil Durk
12196,Camp,Childish Gambino
12225,"Dave's Picks, V 26: Albuquerque Civic Auditorium, Albuquerque, NM, 11/17/71",Grateful Dead
12275,You're Driving Me Crazy,Van Morrison And Joey DeFrancesco
12290,Critical Equation,Dr. Dog
12291,Avengers: Infinity War,Soundtrack
12295,America,Thirty Seconds To Mars
12325,True,Avicii
12326,Roxy: Tonight's The Night Live,Neil Young
12328,"Jesus Christ Superstar: Live In Concert, The NBC Television Event",Soundtrack
12334,"PTX Presents: Top Pop, Vol. I",Pentatonix
12341,I: The Arrow (EP),Andy Mineo
12373,Chain Breaker,Zach Williams
12380,2 Heartless,Moneybagg Yo
12381,Decades,Nightwish
12384,Bless Yo Trap,Smokepurpp & Murda Beatz
12386,Isolation,Kali Uchis
12387,Seasons Change,Scotty McCreery
12388,Vacation In Hell,Flatbush Zombies
12391,Trilogy,The Weeknd
12395,The Sciences,Sleep
12428,Church Of Scars,Bishop Briggs
12434,Creeker,Upchurch
12451,AVICI (01) (EP),Avicii
12472,Stories,Avicii
12476,God Damn Evil,Stryper
12499,Volunteer,Old Crow Medicine Show
12505,Family Tree,Black Stone Cherry
12511,The Fate Of The Furious: The Album,Soundtrack
12518,Never Gonna Die,Pennywise
12536,Boarding House Reach,Jack White
12556,Sparrow,Ashley Monroe
12562,The Future,From Ashes To New
12566,Cole World: The Sideline Story,J. Cole
12573,Fearless,Taylor Swift
12578,Primal Heart,Kimbra
12581,Melodrama,Lorde
12582,Complete Clapton,Eric Clapton
12585,The Color Of You,Alina Baraz
12591,Illmatic: Live From The Kennedy Center,Nas With The National Symphony Orchestra
12595,The $5.98 EP: Garage Days Re-Revisited,Metallica
12596,Hero,Maren Morris
12597,Sonder,TesseracT
12657,Joyride,Tinashe
12662,Ledger (EP),LEDGER
12687,Revamp: Reimagining The Songs Of Elton John & Bernie Taupin,Various Artists
12694,Restoration: Reimagining The Songs Of Elton John And Bernie Taupin,Various Artists
12725,There Is More,Hillsong Worship
12729,No_One Ever Really Dies,N*E*R*D
12730,Wasted Talent,Jim Jones
12739,The Weight Of These Wings,Miranda Lambert
12751,Precious Memories Collection,Alan Jackson
12774,Lifer,MercyMe
12782,Elvis Presley: The Searcher (Soundtrack),Elvis Presley
12785,The Pinkprint,Nicki Minaj
12788,On The Rocks,Midland
12793,Kolorblind,DJ ESCO
12794,Meteora,Linkin Park
12815,Erase Me,Underoath
12817,Sister Cities,The Wonder Years
12830,Find A Light,Blackberry Smoke
12832,CNCO,CNCO
12863,Golden,Kylie Minogue
12865,Johnny Cash: Forever Words,Various Artists
12887,Awake,Alison Wonderland
12902,Connected And Respected,E-40 And B-Legit
12940,The Shadow Theory,Kamelot
12957,Ray Ray From Summerhill,YFN Lucci
12964,Expectations,Hayley Kiyoko
12970,No Roots (EP),Alice Merton
12971,ZOMBIES,Soundtrack
12986,I Decided.,Big Sean
12987,Sex + Food,Unknown Mortal Orchestra
12989,Painting Pictures,Kodak Black
12990,NOW 65,Various Artists
12991,Eazy Call,Eric Bellinger
12996,digital druglord,blackbear
13035,Blackout,Steffany Gretzinger
13042,Face Yourself,BTS
13048,Girl Going Nowhere,Ashley McBryde
13099,Jesus Christ Superstar,Various Artists
13112,Kidz Bop 37,Kidz Bop Kids
13125,"Resurrection Letters, Volume I",Andrew Peterson
13131,No Mercy In This Land,Ben Harper And Charlie Musselwhite
13132,Coco,Soundtrack
13133,CZARFACE Meets Metal Face,CZARFACE / MF Doom
13146,Pain & Pleasure (EP),Tink
13150,Virtue,The Voidz
13155,Pitch Perfect 3,Soundtrack
13159,Both Sides Of The Sky,Jimi Hendrix
13164,Rainbow,Kesha
13168,Revival,Light The Torch
13174,Rich As In Spirit,Rich Homie Quan
13181,Sex & Cigarettes,Toni Braxton
13188,A Fever You Can't Sweat Out,Panic! At The Disco
13197,Wonder,Hillsong UNITED
13198,"Too Weird To Live, Too Rare To Die!",Panic! At The Disco
13231,Future,Jordan Feliz
13253,Hard Feelings,blessthefall
13267,Staying At Tamara's,George Ezra
13297,How The West Was Won,Led Zeppelin
13303,Used Future,The Sword
13312,I'll Be Your Girl,The Decemberists
13329,Edgewood,Trouble & Mike WiLL Made-It
13332,Tearing At The Seams,Nathaniel Rateliff & The Night Sweats
13338,The Kids Are Alright,Chloe X Halle
13346,Dear Evan Hansen,Original Broadway Cast Recording
13350,Firepower,Judas Priest
13366,The Best Of The Grateful Dead: Live,Grateful Dead
13386,"The Final Tour: The Bootleg Series, Vol. 6",Miles Davis & John Coltrane
13393,+,Ed Sheeran
13423,Stone Temple Pilots (2018),Stone Temple Pilots
13439,PRhyme 2,PRhyme
13488,American Utopia,David Byrne
13521,AmerAcal,Adam Calhoun
13525,Sweet Southern Sugar,Kid Rock
13535,There's A Riot Going On,Yo La Tengo
13541,Kids In Love,Kygo
13545,223,Blac Youngsta
13547,Snoop Dogg Presents: Bible Of Love,Snoop Dogg & Various Artists
13553,It's Complicated (EP),Wale
13568,Outsider,Three Days Grace
13580,Whistle Down The Wind,Joan Baez
13587,Double Or Nothing,Big Sean & Metro Boomin
13591,Catch These Vibes,PnB Rock
13593,Perfect Timing,NAV And Metro Boomin
13594,Losing Sleep,Chris Young
13595,Jungle Rules,French Montana
13634,Automata I,Between The Buried And Me
13660,The Neighbourhood,The Neighbourhood
13662,Year Of The Tiger,Myles Kennedy
13696,Make Room,Jonathan McReynolds
13739,Songs Of Experience,U2
13751,Nation Of Two,Vance Joy
13763,Planet,Tech N9ne
13779,The Rest Of Our Life,Tim McGraw & Faith Hill
13785,Bobby Tarantino,Logic
13788,Unorthodox Jukebox,Bruno Mars
13792,Hallelujah Nights,LANCO
13793,Under Pressure,Logic
13796,Lil Uzi Vert Vs. The World,Lil Uzi Vert
13797,M A N I A,Fall Out Boy
13837,Hope World (EP),J-Hope
13878,All Nerve,The Breeders
13921,Common Ground,Above & Beyond
13938,Heart Break Kodak,Kodak Black
13968,This House Is Not For Sale,Bon Jovi
13974,#SANTANAWORLD (+),Tay-K
13988,Suicide Squad: The Album,Soundtrack
13991,Super Slimey,Future & Young Thug
13993,SYRE,Jaden Smith
13995,HNDRXX,Future
13996,You're Not Alone,Andrew W.K.
13998,Therapy Session,NF
14036,Whole Heart,Passion
14073,Gangin,SOB X RBE
14138,Chime,Dessa
14148,Freda's Son (EP),YFN Lucci
14150,Humble Beast,G Herbo
14152,"GarciaLive, Volume 10: May 20th, 1990 Hilo Civic Auditorium",Jerry Garcia Band
14160,Once On This Island: The Musical,The New Broadway Cast Recording
